Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,2a02:120b:c3f9:9d00:f160:a76c:1c2b:d05d,Zürich,2021-01-01T10:32:46.937Z
NFCDCH-02-GTHDXW9DP9TC8GWYEHRUM53DXUUYQQ,NL,Chrome PC (Cadmium),Chrome PC (Cadmium),2001:1c00:e11:f000:b0ee:d179:6f37:b8cd,South Holland,2020-12-31T17:06:03.167Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,51.154.89.176,Zürich,2020-12-31T10:04:45.464Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,CH,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,51.154.89.176,Zürich,2020-12-30T08:55:48.585Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,NL,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,77.241.232.8,North Holland,2020-12-29T16:36:31.355Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,NL,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,83.86.85.88,South Holland,2020-12-29T08:16:38.502Z
NFAPPL-02-IPHONE10=4-602E1E368D54E71203733D1F44CA71128D5E29E1EA25A757B4643A2096C818E5,NL,Apple iPhone 8 (GSM),Apple iPhone 8 (GSM),83.86.85.88,South Holland,2020-12-26T22:44:05.219Z
NFCDCH-02-GTHDXW9DP9TC8GWYEHRUM53DXUUYQQ,JP,Chrome PC (Cadmium),Chrome PC (Cadmium),143.244.40.143,Tokyo,2020-12-26T14:51:15.839Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,NL,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,83.86.85.88,South Holland,2020-12-24T23:48:25.201Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.54,Capital Region,2020-12-24T16:59:02.259Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,NL,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,83.86.85.88,South Holland,2020-12-23T11:26:59.872Z
NFAPPL-01-IPAD7=5-912FACCA94BAF436C2E6F513D3D2D318E29DD191F24EB68957A2723B5CCB276B,NL,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,Apple iPad 6th Gen 9.7 (Wi-Fi) iPad,83.86.85.88,South Holland,2020-12-23T09:23:23.608Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.141.63,Capital Region,2020-12-22T17:52:41.963Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.141.63,Capital Region,2020-12-22T17:36:49.311Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.143.29,Capital Region,2020-12-21T23:19:34.872Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.142.159,Capital Region,2020-12-20T21:26:56.949Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.32.242.54,Capital Region,2020-12-20T00:24:17.753Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.137.183,Capital Region,2020-12-18T23:47:32.197Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.141.3,Capital Region,2020-12-17T22:47:39.818Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.54,Capital Region,2020-12-17T15:29:53.314Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.142.39,Capital Region,2020-12-15T22:51:58.920Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.29,Southern Denmark,2020-12-15T16:16:15.558Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.139.229,Capital Region,2020-12-14T23:16:21.422Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.143.77,Capital Region,2020-12-13T22:44:06.196Z
NFCDCH-02-GTHDXW9DP9TC8GWYEHRUM53DXUUYQQ,NL,Chrome PC (Cadmium),Chrome PC (Cadmium),212.102.35.140,North Holland,2020-12-13T21:05:04.400Z
NFCDCH-02-GTHDXW9DP9TC8GWYEHRUM53DXUUYQQ,NL,Chrome PC (Cadmium),Chrome PC (Cadmium),2001:1c00:e11:f000:2478:a0c0:fd16:8ea5,South Holland,2020-12-13T15:20:30.077Z
NFANDROID2-PRV-UZX8020CHM1-TECHNTV=HUB-7569-4797F3D821908AEE26AC86F83E2928388EED3098A4794347E13865DDBD75BDE2,SE,Com Hem UZX8020CHM1 MVPD STB,Com Hem UZX8020CHM1 MVPD STB,83.251.16.113,Stockholm,2020-12-13T10:08:14.903Z
NFCDCH-02-GTHDXW9DP9TC8GWYEHRUM53DXUUYQQ,NL,Chrome PC (Cadmium),Chrome PC (Cadmium),2001:1c00:e11:f000:7920:1e34:92ba:57ff,South Holland,2020-12-13T01:15:37.215Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.138.191,Capital Region,2020-12-12T23:51:48.437Z
NFCDCH-02-GTHDXW9DP9TC8GWYEHRUM53DXUUYQQ,NL,Chrome PC (Cadmium),Chrome PC (Cadmium),2001:1c00:e11:f000:7920:1e34:92ba:57ff,South Holland,2020-12-12T15:51:14.257Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.138.191,Capital Region,2020-12-12T10:26:52.178Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.136.45,Capital Region,2020-12-12T00:13:42.338Z
NFCDCH-02-GTHDXW9DP9TC8GWYEHRUM53DXUUYQQ,NL,Chrome PC (Cadmium),Chrome PC (Cadmium),2001:1c00:e11:f000:18a:c67b:6ef5:1224,South Holland,2020-12-11T18:54:18.601Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.143.249,Capital Region,2020-12-10T22:37:41.518Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.143.41,Capital Region,2020-12-09T22:31:56.590Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.29,Southern Denmark,2020-12-09T15:47:59.955Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.140.13,Capital Region,2020-12-08T22:09:59.017Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.46,Zealand,2020-12-08T18:19:59.471Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.137.11,Capital Region,2020-12-07T22:48:15.493Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.46,Zealand,2020-12-07T18:32:01.306Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.139.205,Capital Region,2020-12-06T22:38:56.146Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.116,Southern Denmark,2020-12-06T12:20:46.906Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.139.205,Capital Region,2020-12-06T09:33:24.749Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.141.119,Capital Region,2020-12-05T23:02:42.600Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.141.163,Capital Region,2020-12-04T19:12:54.906Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.138.215,Capital Region,2020-12-03T19:20:09.213Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.139.33,Capital Region,2020-12-02T21:30:01.154Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.143.77,Capital Region,2020-12-01T17:23:14.425Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.143.77,Capital Region,2020-11-30T23:07:20.430Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.137.219,Capital Region,2020-11-30T22:35:45.392Z
NFAPPL-02-IPHONE10=4-602E1E368D54E71203733D1F44CA71128D5E29E1EA25A757B4643A2096C818E5,NL,Apple iPhone 8 (GSM),Apple iPhone 8 (GSM),109.38.142.178,North Holland,2020-11-29T19:26:47.264Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.139.33,Capital Region,2020-11-29T18:30:43.883Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.139.33,Capital Region,2020-11-29T18:11:07.433Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.139.33,Capital Region,2020-11-29T01:33:04.621Z
NFAPPL-02-IPHONE10=4-602E1E368D54E71203733D1F44CA71128D5E29E1EA25A757B4643A2096C818E5,NL,Apple iPhone 8 (GSM),Apple iPhone 8 (GSM),83.86.85.88,South Holland,2020-11-28T21:12:10.970Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.141.239,Capital Region,2020-11-27T22:37:06.066Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.141.239,Capital Region,2020-11-26T23:21:36.838Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.139.157,Capital Region,2020-11-26T22:59:20.638Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.136.177,Capital Region,2020-11-25T20:51:00.493Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.141.163,Capital Region,2020-11-24T20:07:27.182Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.141.163,Capital Region,2020-11-24T12:51:33.713Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.116,Southern Denmark,2020-11-23T20:21:29.716Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.141.251,Capital Region,2020-11-23T16:08:06.615Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.141.251,Capital Region,2020-11-22T23:18:12.973Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,213.32.242.65,Central Denmark,2020-11-22T22:19:52.334Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.65,Central Denmark,2020-11-22T17:53:08.402Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.137.111,Capital Region,2020-11-22T01:15:38.674Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.137.111,Capital Region,2020-11-21T09:54:01.319Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.141.251,Capital Region,2020-11-20T23:01:12.691Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.68,Central Denmark,2020-11-20T21:51:19.694Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.143.249,Capital Region,2020-11-19T21:53:21.092Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.139.229,Capital Region,2020-11-18T22:22:12.282Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.68,Central Denmark,2020-11-18T19:29:19.675Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.142.215,Capital Region,2020-11-17T21:46:02.067Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.136.69,Capital Region,2020-11-16T22:10:00.359Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.141.151,Capital Region,2020-11-15T22:16:57.331Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.115,Southern Denmark,2020-11-15T11:48:30.912Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.143.149,Capital Region,2020-11-15T11:04:21.180Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.143.249,Capital Region,2020-11-14T23:20:54.726Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.139.121,Capital Region,2020-11-14T00:58:01.918Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.93,Southern Denmark,2020-11-13T18:51:49.675Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.139.121,Capital Region,2020-11-13T17:22:31.242Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.142.159,Capital Region,2020-11-12T22:54:23.493Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.138.215,Capital Region,2020-11-11T17:51:20.194Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.137.183,Capital Region,2020-11-10T20:47:55.845Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.93,Southern Denmark,2020-11-10T18:44:53.483Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.104,Central Denmark,2020-11-10T15:50:00.290Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.141.91,Capital Region,2020-11-09T22:58:56.417Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.104,Central Denmark,2020-11-09T14:49:48.868Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,192.38.139.61,Capital Region,2020-11-08T21:08:13.597Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,212.237.134.68,Southern Denmark,2020-11-08T11:41:20.365Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.114,Southern Denmark,2020-11-07T17:31:04.274Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.114,Southern Denmark,2020-11-07T11:08:23.361Z
LGTV20165=51002707156,DK,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,LG 2016 RTK K2L STD RGBW UHD TV Smart TV,212.237.134.68,Southern Denmark,2020-11-06T23:56:06.046Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.116,Southern Denmark,2020-11-05T23:08:39.922Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.68,Southern Denmark,2020-11-05T22:26:28.235Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.116,Southern Denmark,2020-11-05T21:08:07.883Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.68,Southern Denmark,2020-11-03T23:10:34.582Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.88,Southern Denmark,2020-11-03T22:47:54.644Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.88,Southern Denmark,2020-11-03T21:22:04.895Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.88,Southern Denmark,2020-11-01T00:57:13.778Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.43,Central Denmark,2020-11-01T00:27:04.922Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.43,Central Denmark,2020-10-31T00:10:16.579Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.88,Southern Denmark,2020-10-29T21:46:21.708Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.43,Central Denmark,2020-10-29T20:16:35.448Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.138.251,Capital Region,2020-10-29T20:08:32.747Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.138.251,Capital Region,2020-10-29T20:08:31.927Z
NFANDROID1-PRV-P-SAMSUSM-G973F-7176-090BBBFCD9F13A6BE863CDBBA4700E6BCDC0C157725CDF162E51C8916879EF6F4,DK,DefaultWidevineAndroidPhone,DefaultWidevineAndroidPhone,192.38.138.251,Capital Region,2020-10-29T20:08:27.106Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.88,Southern Denmark,2020-10-28T22:35:49.023Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.43,Central Denmark,2020-10-28T21:12:51.266Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.88,Southern Denmark,2020-10-27T17:28:02.713Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.43,Central Denmark,2020-10-26T21:27:38.193Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.126,Southern Denmark,2020-10-25T22:35:24.037Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.123,Southern Denmark,2020-10-25T10:50:13.243Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.43,Central Denmark,2020-10-24T22:18:27.212Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.109,Central Denmark,2020-10-23T22:18:40.231Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.109,Central Denmark,2020-10-23T16:22:48.578Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.83,Capital Region,2020-10-22T21:09:36.206Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.43,Central Denmark,2020-10-21T21:46:12.517Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,212.237.134.43,Central Denmark,2020-10-20T19:54:45.871Z
LGTV20193=31009922320,DK,LG 2019 RTK K5Lp Standard UHD TV Smart TV,LG 2019 RTK K5Lp Standard UHD TV Smart TV,213.32.242.90,Southern Denmark,2020-10-20T17:53:07.130Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.90,Southern Denmark,2020-10-19T21:08:54.323Z
NFCDCH-MC-GNQTFXYXF34QQKRYN3M38W1AVXD85X,DK,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,213.32.242.91,Southern Denmark,2020-10-18T21:37:25.025Z
